2022-01-29T20:25:49+00:00
Running ./Lookup_benchmark
Run on (10 X 3200 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x10)
  L1 Instruction 32 KiB (x10)
  L2 Unified 1024 KiB (x10)
  L3 Unified 14080 KiB (x1)
Load Average: 0.85, 0.98, 0.99
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Loadfactor","Totlookup","UnsuccesRatio"
"Chained24Murmur/3/2",1,2.74768,2.74761,s,,,,,,0.45,3.35544e+07,0.75
"Chained24Murmur/4/2",1,63.3557,63.3546,s,,,,,,0.45,8.38861e+08,100
"Chained24Mult/0/3",1,0.713637,0.713617,s,,,,,,0.5,9.32068e+06,0
"Chained24Mult/1/3",1,0.844545,0.844503,s,,,,,,0.5,1.11848e+07,0.25
"Chained24Mult/2/3",1,1.18415,1.1841,s,,,,,,0.5,1.67772e+07,0.5
"Chained24Mult/3/3",1,2.21873,2.21867,s,,,,,,0.5,3.35544e+07,0.75
"Chained24Mult/4/3",1,50.9443,50.9435,s,,,,,,0.5,8.38861e+08,100
"Chained24Murmur/0/3",1,0.953893,0.953867,s,,,,,,0.5,9.32068e+06,0
"Chained24Murmur/1/3",1,1.11144,1.11143,s,,,,,,0.5,1.11848e+07,0.25
"Chained24Murmur/2/3",1,1.5784,1.57839,s,,,,,,0.5,1.67772e+07,0.5
"Chained24Murmur/3/3",1,2.93019,2.93014,s,,,,,,0.5,3.35544e+07,0.75
"Chained24Murmur/4/3",1,67.6729,67.6716,s,,,,,,0.5,8.38861e+08,100

